Search Query,Title,Job Link,Tags,Client Spent,Payment Info,Payment Verified/Unverified,Description,Posted Time
Machine Learning Data Science,"Build an AI Chatbot for Planning Regulations – GPT-4, LangChain, Overlay Integration",https://www.upwork.com/jobs/Build-Chatbot-for-Planning-Regulations-GPT-LangChain-Overlay-Integration_~021945040943563957969/?referrer_url_path=/nx/search/jobs/,"Machine Learning, Python, Artificial Intelligence, Chatbot Development","$50K+
spent","Est. budget:
$2,000.00",Payment verified,"We are developing a smart chatbot that helps homeowners, builders, and designers understand local council planning rules (e.g. setbacks, zoning, bushfire overlays, LEP/DCP requirements). The chatbot will use GPT-4, LangChain, and vector search to provide answers based on real planning documents. This project has two stages: Stage 1 – Chatbot MVP (Council Document Search) Use LangChain + OpenAI GPT‑4o Parse and embed PDFs (DCPs, LEPs, AUSPECs) Store in vector DB (Chroma or Pinecone) Build React-based chatbot UI Provide citations from documents Deploy on a Next.js site Stage 2 – Overlay-Aware Chatbot (Zoning + Map ) Add support for address input or parcel selection Query zoning, bushfire, flood overlays (via API or GIS layer) Tailor answers to zone/overlay context Optional: Map interface with property click Extend prompt logic based on address",2025-07-15 14:23:20
Machine Learning Data Science,"Data Scientist for Marketing attribution work - BigQuery, Looker Studio . Start ASAP",https://www.upwork.com/jobs/span-class-highlight-Data-span-Scientist-for-Marketing-attribution-work-BigQuery-Looker-Studio-Start-ASAP_~021944996877631514321/?referrer_url_path=/nx/search/jobs/,"Data Analysis, Data Analytics, Data Interpretation, Data Science","$100K+
spent","Est. time:
1 to 3 months, 30+ hrs/week",Payment verified,"Experienced data scientist to develop marketing attribution models using web and digital data sets, Although not required, an understanding of industries such as: large retail, consumer packaged foods, groceries, drinks, FMCG,, or working with big brands in the CPG space is beneficial. 25-30 HOURS A WEEK ROUGHLY. NEAR-IMMEDIATE START. This is a job for a Scientist. You will work with the existing analyst people to design, implement, and operationalize models to help better understand multi-touch customer journeys , optimize marketing performance. Key Responsibilities: - Query and prepare from BigQuery environments. - Develop attribution models (e.g., Markov chain, regression, or other advanced approaches) to provide actionable insights. - Deploy model outputs and visualizations in Looker Studio for business stakeholders. Ideal Candidate: - Expertise in marketing analytics and attribution modeling. - Proficiency in BigQuery, Python/R, and Looker Studio. - Experience working with big brands, retail or CPG is a strong advantage. - Able to work largely (does not have to be entirely) during Eastern Standard Time (EST) hours. Timing: This project may start soon and take around 5-6 weeks of near full time work. There may also be the possibility of ongoing work. To apply, please answer the screening questions (minimum 3 sentences each, no AI-generated answers), and submit a 2–5 minute Loom video introducing yourself. In the video: 1. Describe your approach to attribution modeling, discuss past projects (you may anonymize details for confidentiality if you wish), and share your knowledge in this area. 2. Do not include the Upwork ad in the video - that's not what we are after :). Instead, please show a presentation, video of yourself or simple document like an agenda outlining about what you're talking about. We look forward to reviewing your responses and video. This is a wonderful opportunity we encourage you to apply for.",2025-07-15 11:23:22
Machine Learning Data Science,AI-Powered PDF Data Extraction & Summarization,https://www.upwork.com/jobs/Powered-PDF-span-class-highlight-Data-span-Extraction-amp-Summarization_~021944993924494165062/?referrer_url_path=/nx/search/jobs/,"Machine Learning, Tesseract OCR, AI Development, Text Recognition, PyTorch, Python","$500+
spent","Est. budget:
$200.00",Payment verified,We are looking for a freelancer with experience in AI/ML or NLP to help build a pipeline that can: • Automatically extract data (tables and text) from PDF files • Generate intelligent summaries using machine learning or GPT-style models • Possibly build/train models to improve summaries over time,2025-07-15 11:23:24
Machine Learning Data Science,"AI Architect / Orchestrator for Property Management Automation (Full-Time, Remote)",https://www.upwork.com/jobs/Architect-Orchestrator-for-Property-Management-Automation-Full-Time-Remote_~021945003613716467695/?referrer_url_path=/nx/search/jobs/,"AI Agent Development, AI Development, AI Model Integration, Python, JavaScript","$20K+
spent","Est. time:
More than 6 months, 30+ hrs/week",Payment verified,"We’re building a reliable, secure automation system for a large-scale property management operation (5,000+ units). This is a full-time, hands-on role for a system architect who can design and implement production-grade infrastructure. Fast. You’ll lead the technical foundation of a platform that automates daily operations such as collections, accounting, HR, and maintenance workflows. The system will integrate with Yardi, EliseAI, and LLM-based agents. This is not only a planning or coordination role. You’ll help the team build, ship, and maintain with high accountability and speed. We want someone who reduces the need for extra hires by owning architecture, integration, deployment, and monitoring. What You'll Be Doing: - Architect and implement a secure, stable automation platform - Lead API integrations with Yardi, EliseAI, and internal systems - Design orchestration flows to route tasks to AI agents reliably - Set up full cloud infrastructure, CI/CD pipelines, and fallback layers - Monitor system health and performance across all components - Build with scalability, redundancy, and accountability in mind Examples of Core Features You’ll Help Build: - AI agent that follows up on unpaid rent by checking Yardi status and contacting tenants - Automated invoice matching workflow with vendor-side input and approval flags - HR assistant that tracks contractor onboarding and manages document deadlines - Portfolio analytics dashboard that reports weekly performance from property - Alert system that flags financial or operational risk across hundreds of properties Required Experience: - 5+ years in backend or AI system architecture - Fluent in Python, Docker, Terraform, AWS or GCP infrastructure - Strong production experience with system integrations and API reliability - Understands uptime requirements, failover systems, and secure flows - Experience working independently in high-pressure environments Bonus If You Have: - Built integrations with Yardi or EliseAI - Experience with LLM agents, LangChain, or similar AI stacks - Familiarity with real estate tech or enterprise reporting tools Important: - Full-time only. NO AGENCIES. - Include your expected monthly salary (USD) - Be ready for an intro call within 24 hours to align the scope and timelines - Do not apply if you prefer working slow or need a large team around you. We need sharp, dependable engineers who take ownership and execute",2025-07-15 11:23:26
Machine Learning Data Science,AI agent development for Construction & Architectural project,https://www.upwork.com/jobs/agent-development-for-Construction-Architectural-project_~021945029669245445841/?referrer_url_path=/nx/search/jobs/,"Data Analysis, AI Agent Development, Construction Management Software","$0
spent","Est. time:
3 to 6 months, 30+ hrs/week",Payment verified,"AI Agent for Construction Design Review: Building an AI solution to analyze architectural and engineering design documents (PDFs, CAD drawings, specs). The agent must extract key requirements, detect inconsistencies or errors, and generate recommendations. Accuracy and construction domain knowledge are critical.",2025-07-15 13:23:28
Machine Learning Data Science,Generate images in bulk using chatGPT (manually or with verified API access),https://www.upwork.com/jobs/Generate-images-bulk-using-chatGPT-manually-with-verified-API-access_~021944989743695823942/?referrer_url_path=/nx/search/jobs/,ChatGPT,"$20K+
spent","Est. time:
Less than 1 month, Less than 30 hrs/week",Payment verified,"I have a prompt that I am using to generate images. I want to generate 150 different versions with the same prompt. I can do so manually but it is very slow as each image takes a couple moments to process. I wrote a python script to generate the images using the ChatGPT API, however it uses a more primitive generation model (DALLE) and the image quality is far lower. So I'm looking for someone who can either do this manually or use the API but with access to gpt-image-1 instead of DALLE.",2025-07-15 10:23:30
Machine Learning Data Science,Voice AI receptionist Software for Dental Office,https://www.upwork.com/jobs/Voice-receptionist-Software-for-Dental-Office_~021944998809407095878/?referrer_url_path=/nx/search/jobs/,"Chatbot Development, AI Chatbot, Chatbot Integration, Chatbot Training, Conversational AI","$100K+
spent","Est. budget:
$250.00",Payment verified,"Hello, looking for a experienced expert in AI Voice and Chatbot development. Specifically to create a AI Voice receptionist for people calling dental offices. Should have at least 3 years experience. Thanks",2025-07-15 11:23:32
Machine Learning Data Science,Machine Learning Model Training and Optimization,https://www.upwork.com/jobs/span-class-highlight-Machine-span-span-class-highlight-Learning-span-Model-Training-and-Optimization_~021945058279901565271/?referrer_url_path=/nx/search/jobs/,"Machine Learning, Data Science, Deep Learning, Python, TensorFlow","$2K+
spent","Est. budget:
$20.00",Payment verified,"We are seeking an experienced machine learning specialist to assist in training our predictive model. The ideal candidate will help address challenges such as overfitting, underfitting, and learning plateaus. Your expertise will be crucial in fine-tuning our model to improve accuracy and performance. If you have a strong background in model evaluation and optimization techniques, we would love to hear from you. Please provide examples of your previous work in this area.",2025-07-15 15:23:34
Machine Learning Data Science,AI/ML Engineer Needed for Product Description Matching Project,https://www.upwork.com/jobs/span-class-highlight-span-Engineer-Needed-for-Product-Description-Matching-Project_~021945057218953249862/?referrer_url_path=/nx/search/jobs/,"Machine Learning, Deep Learning, Artificial Intelligence, Python, Natural Language Processing","$0
spent","Est. time:
1 to 3 months, Hours to be determined",Payment verified,"Overview: We are a leading supplier of pipeline materials for the oil, gas, and petrochemical industries. We receive customer orders with varied product descriptions, often containing abbreviations, synonyms, or detailed technical specifications. To streamline our sales and procurement processes, we want to develop an AI/ solution that accurately matches these customer descriptions to our standardized internal product codes. Project Scope: * Analyze diverse customer-provided product descriptions, extracting key characteristics (e.g., product type, dimensions, materials, standards). * Develop and implement an AI-driven solution (using NLP and techniques) to map these descriptions accurately to our existing product codes. * Ensure the solution handles both short descriptions with abbreviations and synonyms, as well as longer, detailed technical descriptions. * Deliver a functional prototype, provide code documentation, and offer guidance on further training and integration. How Our Product Codes Relate to Descriptions: Our internal product codes are structured hierarchically, reflecting detailed product characteristics in a standardized format. Each segment of a code corresponds to specific attributes such as product type, size, material, and standards. Required attributes vary per producttype. For example: 001.002.001.015.007.001.002.001 might represent: Product Type: Seamless Pipe (001) End Type: Beveled End (BE) (002) Size: 6 inches (001) Schedule: S40 (015) Material: A106B (007) Etc. Skills and Expertise Required: * Proven expertise in AI/, specifically NLP (Natural Language Processing) and semantic text matching. * Familiarity with industry standards for pipeline materials (pipes, fittings, flanges, etc.) is highly desirable. * Proficiency with Python and experience with libraries/frameworks (e.g., Hugging Face Transformers, spaCy, scikit-, TensorFlow, PyTorch). * Experience integrating AI solutions into existing business systems. Expected Deliverables: * Working prototype or MVP demonstrating the matching capability. * Well-documented, maintainable, and scalable source code. * Detailed instructions for preparation, model training, and ongoing maintenance. * A REST API or similar interface for seamless integration with our existing applications. Timeline and Commitment: We anticipate this project will span approximately 4-6 weeks initially, with potential for ongoing collaboration based on successful outcomes. Application Requirements: Please include the following in your proposal: * Your relevant experience and examples of similar AI/NLP projects. * Familiarity or experience with product classification or industrial material standards. * Estimated timeline and initial budget estimate. We look forward to collaborating with an expert who can significantly enhance our operational efficiency with innovative AI solutions. Note. Attached Excelsheet include some examples of description from customers and our own description and associated productcode.",2025-07-15 15:23:36
Machine Learning Data Science,"Experienced Python Developer for LLM-Powered Chatbots, AI Agents, and RAG Applications",https://www.upwork.com/jobs/Experienced-Python-Developer-for-LLM-Powered-Chatbots-Agents-and-RAG-Applications_~021945051663111062598/?referrer_url_path=/nx/search/jobs/,"Machine Learning, Data Science, AI Chatbot, Chatbot Development, AI Model Development","$0
spent","Est. time:
3 to 6 months, 30+ hrs/week",Payment unverified,"We are seeking a highly skilled Python developer with extensive experience in Large Language Models (LLMs) such as Claude, GPT, Grok, DeepSeek, and others. The ideal candidate will have a strong background in building advanced chatbots, AI agents, and applications based on Retrieval-Augmented Generation (RAG) and Model Context Protocol (MCP). Key Responsibilities: Develop and deploy chatbots and AI agents leveraging LLMs. Build and optimize RAG-based applications using tools like Llama_index, Langchain, Pinecone. Implement scalable serverless solutions on AWS Lambda, EC2, and related cloud services. Integrate chatbot and call agent functionalities using tools such as Vapi. Connect AI solutions with CRM platforms including GoHighLevel, Zoho, and other SaaS products. Collaborate closely to understand project requirements and deliver clean, maintainable Python code. Requirements: 8+ years of professional Python development experience. Proven expertise working with LLMs (Claude, GPT, Grok, DeepSeek, etc.). Hands-on experience with AI frameworks and libraries including Llama_index, Langchain, Pinecone. Strong knowledge of AWS services (Lambda, EC2). Experience building chatbot/call agent integrations using Vapi or similar platforms. Familiarity with CRM integration, especially GoHighLevel and Zoho. Ability to work independently, manage timelines, and deliver high-quality results. If you have a passion for AI and building innovative solutions that leverage cutting-edge LLM technology, please apply with examples of your past projects or demos.",2025-07-15 15:23:39
