Search Query,Title,Job Link,Tags,Client Spent,Payment Info,Payment Verified/Unverified,Description,Posted Time
Machine Learning Data Science,Fine-Tuning expert LLMs (SFT + RLHF-lite),https://www.upwork.com/jobs/Fine-Tuning-expert-LLMs-SFT-RLHF-lite_~021944033738869103789/?referrer_url_path=/nx/search/jobs/,"Supervised Learning, AI Model Training, AI Instruction, RLHF","$20K+
spent","Est. time:
Less than 1 month, Less than 30 hrs/week",Payment verified,"We’re seeking a highly experienced AI/ML consultant for a 1–2 hour technical session focused on: Supervised Fine-Tuning (SFT): Using (prompt + input) → edited output pairs Training best practices, dataset prep, and risks Reinforcement Learning from Human Feedback (RLHF-lite): Using user-edited completions as implicit preferences Discussion around ranking, reward modeling, and feasibility at small scale Context: We have datasets consisting of user inputs and GPT-4o outputs and corresponding user edits Goal: Get strategic and tactical guidance to build a fine-tuned model. Azure OpenAI experience or understanding is a plus. Deliverable: A clear technical direction following the call (we’ll take notes). Ideal Candidate: Hands on experience with LLM fine-tuning (OpenAI, HuggingFace, etc.) Practical knowledge of supervised and RLHF approaches Able to advise on training with noisy or partial feedback",2025-07-12 19:46:55
Machine Learning Data Science,AI Job Interview Platform,https://www.upwork.com/jobs/Job-Interview-Platform_~021943993772265227861/?referrer_url_path=/nx/search/jobs/,"Machine Learning, AI App Development, AI Development, AI Model Integration","$10K+
spent","Est. budget:
$5.00",Payment verified,"Need to build AI job interview mock website to train candidates on job interviews before they go to the interview. The process starts from the candidate signing up to the platform then upload his resume. Then, the candidate post the link for the job post from LinkedIn or similar websites, or basically post the job description in a specific box, where the AI generated questions are derived from. Also, there must be a field for the job title where the candidate is filed. In case the candidate does not provide the job description, the AI Agent will create one from the job title the candidate provided. After that the interview starts. The interview must be via Zoom which is similar to the real one. Camera must be opened and the AI Agent who interview the candidate must be with very realistic Avatar (HeyGen). The interview must be ultra realistic and very close to the real job interviews. Latency must be low with the latest tech on recognizing speeches and transferring them. Eye Movement & Face Tracking tool must be integrated to check if the candidate is reading from another docs or devices during the interview to make the interview as authentic as possible. After the interview is done, the candidate should have the option to publish to recruiters portal (built in the same website and similar to LinkedIn but simpler) so recruiter can search and filter the candidates who successfully completed the interviews and published the results to the portal. Notes: - Fgima Design is ready. The selected developer must start immediately. - The developer must have prior AI projects experience, and provide the least amount with the time to finish is probably taking the project. If interested, please provide me the detailed stack to build that, time, and cost. Also, please add any AI related solution you've built. Thank you",2025-07-12 16:46:58
Machine Learning Data Science,Deep Research Analyst,https://www.upwork.com/jobs/Deep-Research-Analyst_~021944044308301843048/?referrer_url_path=/nx/search/jobs/,"Data Analysis, Machine Learning, Python, Automation, ChatGPT, Script Analysis","$200+
spent","Est. time:
1 to 3 months, Less than 30 hrs/week",Payment verified,"Job Overview: We are an accounting firm looking for an experienced AI and Automation Specialist to streamline our timesheet data processing and improve the quality and usability of employee notes. We currently export data twice weekly from QuickBooks TSheets in Excel format. The ideal candidate will automate the cleanup, categorization, and summarization of these notes to enable effective project monitoring and efficient client billing. Responsibilities: Develop a script or automated workflow that processes Excel timesheet from TSheets. Use AI (such as ChatGPT or a similar model) to clean, standardize, and summarize employee notes. Categorize tasks based on employee notes, attributing tasks accurately to each client. Aggregate and report task durations clearly in a structured spreadsheet format (Excel or Google Sheets). Create a simple, user-friendly tool that employees can use to convert rough, informal notes into standardized, professional-quality summaries ready for submission. Deliverables: Automated Excel/Google Sheets output: clearly categorized by client, task type, and total time spent. Lightweight tool for staff to generate clean, consistent notes. Clear documentation on how to operate and maintain the automation and tools provided. Required Qualifications: Proven experience with AI text processing (ChatGPT or similar NLP models). Strong skills in automation, scripting, and manipulation, particularly with Excel or CSV files. Experience creating user-friendly tools or scripts for end-users. Excellent problem-solving abilities to handle potential challenges and edge cases in . Strong communication skills and the ability to iterate based on feedback. Additional Notes: This is not a fully automated backend system; instead, it will be manually triggered approximately twice weekly. The solution should be straightforward, maintainable, and not overly complex (a simple script or application is preferred). This project could lead to ongoing support or future enhancements. How to Apply: Please respond with examples of similar AI or automation projects you've completed and briefly explain your approach to addressing the requirements outlined above.",2025-07-12 19:47:00
Machine Learning Data Science,Generative AI Legal Chatbot for a legal data base web site,https://www.upwork.com/jobs/Generative-Legal-Chatbot-for-legal-span-class-highlight-data-span-base-web-site_~021944041975269415712/?referrer_url_path=/nx/search/jobs/,"AI Chatbot, Chatbot Development, ChatGPT, OpenAI Embeddings, LangChain","$15
spent","Est. budget:
$4,300.00",Payment verified,"Generative AI Legal Chatbot for Leyes.com.py I need a Spanish-language generative AI chatbot that enables users to query legal content on www.leyes.com.py. Utilizing OpenAI’s GPT-4o-mini via LangChain and LangGraph, with ChromaDB and OpenAI embeddings for RAG, the system will be self-hosted on AWS Lightsail and leverage the client’s PostgreSQL database. The chatbot will be integrated directly into the client’s membership-protected website, to enforce subscription-based access controls.",2025-07-12 19:47:02
Machine Learning Data Science,Senior AI/ML Engineer for Real-Time Coaching POC Development,https://www.upwork.com/jobs/Senior-span-class-highlight-span-Engineer-for-Real-Time-Coaching-POC-Development_~021943914918960467177/?referrer_url_path=/nx/search/jobs/,"Machine Learning, Data Science, Computer Vision, Python, TensorFlow","$20K+
spent","Est. time:
1 to 3 months, Less than 30 hrs/week",Payment verified,"Job Description: Senior AI Engineer (Pilot Project — NLP + Computer Vision) Position: Senior AI Engineer (Contract/Pilot Project) Location: Remote (Canada-based preferred, but open) Type: 3-month contract, with potential for extension or permanent role Start Date: As soon as available About Easewell Easewell is an innovative health tech startup redefining access to pain relief through AI-driven, affordable, and scalable solutions. Our vision is to empower people worldwide with the tools and coaching they need to overcome chronic pain instantly, and from anywhere. We’re now building the next evolution of our platform: AI-powered real-time exercise coaching that combines GPT-style conversational feedback with computer vision to see, analyze, and guide users through exercises during live video sessions. We are a mission-driven team seeking an experienced engineer to help us bring this proof-of-concept (POC) to life. The Opportunity We are looking for a Senior AI/ Engineer with expertise in both NLP (LLMs) and real-time computer vision to design and build a working prototype of our AI coaching system. This is a short-term contract designed as a paid pilot project. It’s perfect for someone who enjoys building bleeding-edge MVPs, thrives in a fast-moving startup environment, and cares about making a difference in people’s lives. Responsibilities • Design and implement a POC that integrates: • GPT-style conversational AI (OpenAI or open-source alternatives). • Real-time pose detection (OpenPose, Mediapipe, MoveNet, or similar). • Simple backend to deliver feedback to users in a live video session. • Recommend and set up the tech stack for scalability. • Collaborate with our founder, program manager, and tech assistant to iterate quickly on requirements. • Document your work and explain tradeoffs clearly to a non-technical audience. • Optionally advise on longer-term architecture for future development. ✅ About You • You have 5+ years of experience building AI/ systems, with proven work on both NLP and computer vision. • You’ve worked with GPT-3/4 or open-source LLMs in a production or research setting. • You have built real-time or near-real-time video inference pipelines and are familiar with pose estimation frameworks. • You’re comfortable working independently and explaining technical details clearly to a non-technical founder. • You’re excited by mission-driven startups and fast MVP cycles. • Bonus: experience in health tech, physiotherapy, or telehealth is a plus. Why Join Easewell (Even for a Pilot) • Work on a meaningful product with a global impact. • Get in early on a fast-growing, funded Canadian startup. • Flexible, remote-friendly work. • Potential for long-term or equity-based engagement after pilot success. How to Apply If this resonates with you, please send: • Your resume • A short note explaining your relevant experience and why you’re interested. • Links to any past projects, publications, or demos (if available). • Your availability and rate for a 3-month contract. We know your time is valuable and we’ll review all applications carefully and respond promptly.",2025-07-12 11:47:04
Machine Learning Data Science,AI Agent Development for Internal Staff,https://www.upwork.com/jobs/Agent-Development-for-Internal-Staff_~021944006529404602984/?referrer_url_path=/nx/search/jobs/,"Relationship Management, Adobe Illustrator, Sales, Price & Quote Negotiation, Business Development","$3K+
spent","Est. time:
1 to 3 months, 30+ hrs/week",Payment verified,We are seeking a skilled developer to assist in building an AI Agent tailored for our internal team. The ideal candidate will have experience in AI development and a strong understanding of how to create user-friendly interfaces. You will work closely with our team to identify needs and develop solutions that enhance productivity. Collaboration and innovative thinking are key as we aim to improve internal processes through AI technology.,2025-07-12 17:47:07
Machine Learning Data Science,Chatbot Development,https://www.upwork.com/jobs/Chatbot-Development_~021943916303432780392/?referrer_url_path=/nx/search/jobs/,"Chatbot Development, Python","$0
spent","Est. budget:
$50.00",Payment verified,"Looking for a developer to build a simple NLP-based chatbot using Python or a chatbot platform (like Rasa, Dialogflow, or similar). The chatbot should be able to understand and respond to basic user queries using natural language processing. Project Scope: Basic intent recognition and response generation Simple conversational flow (e.g., FAQs, greetings, help info) Use of any lightweight NLP library (e.g., spaCy, NLTK, or pre-trained models) Optional: Web or chat platform integration Requirements: Must use some form of NLP (not just rule-based) Delivered within 2 days Clean, well-commented code",2025-07-12 11:47:09
Machine Learning Data Science,Freelancers needed to join Upwork Agency,https://www.upwork.com/jobs/Freelancers-needed-join-Upwork-Agency_~021943981707849075304/?referrer_url_path=/nx/search/jobs/,"Machine Learning, Security Analysis, Artificial Intelligence","$8K+
spent","Est. time:
More than 6 months, 30+ hrs/week",Payment verified,Hello ! We're looking for experts in AI/ML and experts in Cybersecurity to join our Upwork Agencies You must be: 1. Top Rated - Top Rated Plus 2. Have a very good profile (client reviews) 3. Full-Time Freelancer (or at least dedicated enough time on Upwork) You will have the opportunity of: 1. Being an Agency Business Manager 2. Expand your network of clients 3. Land full time jobs 4. Send Proposals for free using the agency connects 5. Enhance your job history and strengthening your profile Thanks,2025-07-12 15:47:11
Machine Learning Data Science,Build Interior Design AI pipeline,https://www.upwork.com/jobs/Build-Interior-Design-pipeline_~021944024912203209503/?referrer_url_path=/nx/search/jobs/,"AI Image Generation, AI Image Editing, Stable Diffusion, Flux","$300+
spent","Est. time:
Less than 1 month, Less than 30 hrs/week",Payment verified,"I’m a software developer planning to build a interior design AI app for real estate market. I have two use cases: • Fully design empty apartments for listings • Redesign interiors of furnished homes I need someone who knows, in detail, how these apps actually work under the hood. Requirements: - a clear, documented workflow: what models to use, how raw input images are processed, how furniture placement is generated, how photorealistic rendering happens, how outputs are improved (upscaling, denoising, etc.) - Recommend APIs or models - A step-by-step technical blueprint for “upload photo → AI generates redesigned or staged room → high-res output” - Cost estimates for running inference at scale I need how this process works manually, try myself to generate images. This is very important step, because I need to understand how the process works so that I can automate it. So, the delivered work should make me able to take a raw photo and do the interior design process manually. I do not demand any script. It can be just ""go to this website, upload your photo, choose this settings"" etc.",2025-07-12 18:47:13
Machine Learning Data Science,AI Trainer and Data Specialist for Tourism Company,https://www.upwork.com/jobs/Trainer-and-span-class-highlight-Data-span-Specialist-for-Tourism-Company_~021943914545986178281/?referrer_url_path=/nx/search/jobs/,"Data Analysis, Lead Generation, Content Writing, Communications","$10K+
spent","Est. time:
1 to 3 months, 30+ hrs/week",Payment verified,"We are seeking an AI Trainer and Data Specialist to enhance our tourism offerings through data-driven insights. The ideal candidate will have experience in training AI models and managing data related to the tourism industry. Responsibilities include analyzing tourism , developing AI training programs, and collaborating with our team to implement innovative solutions. If you are passionate about leveraging AI to improve customer experiences in tourism, we want to hear from you! We only do B2B Business. We have 2 entities we want looked after - https://www.finesttravelafrica.com/ - https://pierrepienaar-golftravel.de/",2025-07-12 11:47:16
Machine Learning Data Science,AI Integration Consultant,https://www.upwork.com/jobs/Integration-Consultant_~021944057099511187029/?referrer_url_path=/nx/search/jobs/,"Machine Learning, Artificial Intelligence, Python, Java","$80K+
spent","Est. time:
1 to 3 months, Less than 30 hrs/week",Payment verified,"We are seeking an AI Integration Consultant to help us seamlessly incorporate artificial intelligence into our daily processes. The ideal candidate will provide a thorough consultation to identify potential areas for AI integration and subsequently assist in building out those integrations. The goal is to enhance efficiency and innovation in our workflows and also educate us on the ai future. If you are passionate about AI and have a track record of successful integrations, we would love to hear from you.",2025-07-12 20:47:32
Machine Learning Data Science,Python and LLM script to scrape data from job postings,https://www.upwork.com/jobs/Python-and-LLM-script-scrape-span-class-highlight-data-span-from-job-postings_~021944038739663162602/?referrer_url_path=/nx/search/jobs/,"Python, LLM Prompt Engineering","$300+
spent","Est. budget:
$200.00",Payment verified,"BACKGROUND I need to extract contact information of companies who post job openings on Dice.com, an IT job portal. I am looking for a Python script, potentially using AI and Prompt Engineering to extract the email address and phone number of a company given its web address. The script ultimately stores the following information in a CSV file: 1. URL of Dice.com job posting 2. Title of job posting 3. Name of company 4. URL of company 5. Email of company 6. Phone number of company 7. Timestamp of extraction date EXECUTION STEPS 1. Open Google, search for this exact phrase (including quotes): ""Accepts corp to corp applications"" ""remote"" azure site:dice.com 2. Under Tools, click on Any Time, click on Past month. 3. For each search result: a. Open the search results one by one, which takes you the job posting on Dice. b. Click on the company name, which takes you to the company page on Dice. c. Click on View Website, which takes you to the company website. d. Search the website for a contact email address and/ or phone number. Places to look for are the Contact Us page, and the footer. e. Write down in the CSV file the fields requested above. ACCEPTANCE CRITERIA Being a software engineer myself, I will rely on the following AC for Definition of Done. That is, I will test the script by the following criteria: 1. All steps listed under EXECUTION STEPS are implemented 2. The CSV file contains all the fields listed above 3. Considering the probabilistic nature of LLM, more than 80% of the phone number and email address fields are filled out in the CSV file 4. The script scrapes the email address and phone number of websites which are found in the homepage (for example, techaffinity.com) 5. The script scrapes the email address and phone number of websites which are *not* found in the homepage (for example, saxonglobal.com) THANK YOU If you feel that you can accomplish the same outcome through other means, please do let me know. Thank you for looking.",2025-07-12 19:47:34
Machine Learning Data Science,Looking for a Senior Data Analyst for ongoing consultancy,https://www.upwork.com/jobs/Looking-for-Senior-span-class-highlight-Data-span-Analyst-for-ongoing-consultancy_~021944013608148241000/?referrer_url_path=/nx/search/jobs/,"Data Analysis, Data Visualization, Predictive Model, Python, Image Analysis","$9K+
spent","Est. time:
3 to 6 months, Hours to be determined",Payment verified,"We are a software house specializing in advanced industrial automation solutions. We’re launching an ambitious project that combines artificial intelligence and computer vision to identify materials on a conveyor belt. We’re looking for a senior professional to support us in the technical and strategic design phase. Your Role You will be our main technical reference. Specifically, you will: • Analyze with us the best technical approaches for the project. • Provide practical advice on models, datasets, pipelines, and technologies. • Guide and support the team during the system design and validation phases. Project Overview The goal is to recognize, in real time, various types of materials (both common and special), even when mixed together, through images captured by a camera and analyzed by an AI model. Objective 1: Enrich publicly available generic models with more to improve recognition accuracy. How: Through an on-site device + camera that sends to the Cloud. We’ll evaluate the feasibility of integration. Objective 2: Recognize various common materials (using existing online models). How: Through an on-site device + camera (No Cloud). Objective 3: Recognize special materials. How: Through an on-site device + camera (No Cloud). Key Requirements • Proven experience in object detection and image classification projects. • Strong skills in , annotation, and visual dataset management. • Ability to support a technical team in architectural decision-making. • Practical, solution-oriented approach with a focus on scalability. If you’ve worked on computer vision, edge computing, and image recognition projects, you might be the right fit. Type of collaboration: Freelance / ongoing consultancy Work mode: Remote + occasional on-site meetings (Brescia, Iseo, and Castegnato) Send us a short description of your background and, if available, a portfolio or relevant project.",2025-07-12 17:47:36
Machine Learning Data Science,"Help with c++ program, AI",https://www.upwork.com/jobs/Help-with-program_~021944017406690298472/?referrer_url_path=/nx/search/jobs/,"Machine Learning, C++, Artificial Intelligence, Algorithm Development","$100+
spent","Est. budget:
$80.00",Payment verified,"We’re working on a personal side project: a 2D strategy game in C++ featuring two AI-controlled teams (commander, warriors, medic, and supply). Each unit behaves intelligently and navigates using A* and BFS algorithms. What’s Needed: All game logic and requirements are detailed in the attached Fproject.pdf. The expected graphics and structure should follow the style and format shown in the attached project files. Helper code and base implementation are provided and can be reused. Requirements: Solid C++ programming skills Experience with pathfinding algorithms (A*, BFS) Let us know your availability and estimated time for completion. We have one more file (over 100MB) that we couldn't attach here due to size limits. We’ll gladly share it via Google Drive, Dropbox, or any preferred method upon request.",2025-07-12 18:47:38
Machine Learning Data Science,Experiment Robot Manipulation with AI,https://www.upwork.com/jobs/Experiment-Robot-Manipulation-with_~021943939606826749161/?referrer_url_path=/nx/search/jobs/,"PyTorch, Neural Network","$20K+
spent","Est. budget:
$40.00",Payment verified,"Bring up Existing Code to Fine-Tune NVIDIA GROOT 1.5N for So-Arm 100 on AWS EC2 Description We’re looking for a skilled freelancer to replicate NVIDIA’s GROoT N1.5 tuning workflow for the So-Arm 100 robotic arm and SO-Arm 101 , following this guide: https://huggingface.co/blog/nvidia/gr00t-n1-5-so101-tuning and using the example code here: https://github.com/NVIDIA/Isaac-GR00T/tree/main/getting_started/examples What You’ll Do Spin up and configure an AWS EC2 GPU instance (e.g. p3/p4). Install CUDA, cuDNN, Python packages, and any other dependencies. Clone and adapt the getting_started/examples from NVIDIA’s GitHub. Wire in provided So-Arm 100 assets (URDF, demo ). Run the fine-tuning steps: prep, training loop, checkpointing, evaluation. Tweak key settings ( rate, batch size) for best robotic performance. Validate with simple reach/control tests. Deliver all code, scripts, model checkpoints, and a quick “how-to” README. Ideal Background Comfortable with Python and command-line Linux. Experience installing deep- frameworks (PyTorch, TensorFlow) on GPU servers. Familiarity with Hugging Face tutorials or similar “model fine-tuning” examples. Basic understanding of robotics concepts (URDF, kinematics) a plus—but not mandatory. Deliverables Modified training scripts and config files. Fine-tuned GROoT 1.5N model checkpoints. Simple demo script showing So-Arm 100 motion control. README with setup & run instructions.",2025-07-12 12:47:39
Machine Learning Data Science,Development of Cold SMS AI System,https://www.upwork.com/jobs/Development-Cold-SMS-System_~021944001096177539871/?referrer_url_path=/nx/search/jobs/,"API, Python, Lead Generation, JavaScript, PHP","$1K+
spent","Est. time:
1 to 3 months, 30+ hrs/week",Payment verified,"We are seeking an experienced developer to create a Cold SMS AI system that effectively engages potential clients through automated text messaging. The ideal candidate will possess a strong background in AI and machine learning, as well as experience in SMS marketing strategies. You will be responsible for designing, implementing, and testing the system to ensure it meets our business needs and compliance standards. If you have a passion for innovative tech solutions and a track record of successful project delivery, we would love to hear from you. Must be able to show a WORKING version of this.",2025-07-12 17:47:42
Machine Learning Data Science,AI-Powered Concierge Chatbot for Real Estate,https://www.upwork.com/jobs/Powered-Concierge-Chatbot-for-Real-Estate_~021944044332804785749/?referrer_url_path=/nx/search/jobs/,"Machine Learning, Chatbot Development, Artificial Intelligence, Natural Language Processing","$0
spent","Est. budget:
$5,000.00",Payment verified,"We are seeking an experienced developer to create a cutting-edge AI avatar chatbot tailored for the real estate industry. This chatbot will serve as a virtual concierge, assisting clients with property inquiries, scheduling viewings, and providing personalized recommendations. The ideal candidate should have a strong background in AI development, chatbot frameworks, and real estate processes. If you're passionate about blending technology with real estate services, we want to hear from you!",2025-07-12 19:47:44
